backbone,backbone_key,embedding_dim,protocol,fold,component_id,test_years,train_n,test_n,RMSE,MAE,R2,NRMSE,sMAPE
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,8,C0008,2024,195,12,523.7923742509353,486.4228197222269,-6.2675248556988725,0.7249721442919519,63.5547950134997
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,8,C0008,2024,195,12,226.2709045177277,176.98800280394838,-0.3562058361824274,0.3131777225158861,32.61096217160479
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,9,C0009,2024,195,12,377.6550744969573,321.56526182336535,-1.7497827976414002,0.4386237799035509,52.100981337872064
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,9,C0009,2024,195,12,408.1077127907029,352.7266523148171,-2.2111259968571333,0.47399269778246567,55.196222359930225
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,9,C0009,2024,195,12,227.023794874561,196.14331477061305,0.006310960784729591,0.26367455850703947,39.341012275689316
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,10,C0010,2024,195,12,386.4649712380061,308.1919623611124,-1.0226164987859518,0.40414637515085605,46.31816482362569
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,10,C0010,2024,195,12,364.1644870891818,292.010106944446,-0.7959260775830375,0.38082560741352345,44.896030836872576
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,10,C0010,2024,195,12,280.98348841159816,233.63320055430754,-0.06918996340254302,0.29383894212977585,40.86641772966882
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,11,C0011,2025,195,12,778.7579150648145,737.76203239418,-0.3251817050835102,0.36907958059943813,79.90387163693725
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,11,C0011,2025,195,12,701.8250968925995,671.4552945370361,-0.07628744122367959,0.3326185293329855,71.13601934057483
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,11,C0011,2025,195,12,668.279163132047,608.0222451868348,0.024142679757377605,0.3167199825270365,66.84050881122158
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,12,C0012,2025,206,1,284.75000000000864,284.75000000000864,,28475000000.000862,20.808593821364546
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,12,C0012,2025,206,1,284.4156000000087,284.4156000000087,,28441560000.000866,20.786696776002866
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,12,C0012,2025,206,1,133.34425159529133,133.34425159529133,,13334425159.529133,10.314997239875831
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,13,C0013,2025,206,1,85.68499999999017,85.68499999999017,,8568499999.999017,6.113359529537831
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,13,C0013,2025,206,1,85.68499999999017,85.68499999999017,,8568499999.999017,6.113359529537831
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,13,C0013,2025,206,1,51.97964565329107,51.97964565329107,,5197964565.329107,3.9001207067473294
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,14,C0014,2025,206,1,370.45660333331716,370.45660333331716,,37045660333.33172,25.07130958364571
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,14,C0014,2025,206,1,370.45660333331716,370.45660333331716,,37045660333.33172,25.07130958364571
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,14,C0014,2025,206,1,436.79113254695153,436.79113254695153,,43679113254.69515,30.23938632378357
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,15,C0015,2025,195,12,565.9589438940999,501.03243935185196,-0.02039516456276247,0.3658523451764104,68.04742175732581
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,15,C0015,2025,195,12,560.4912826251111,516.9668986111108,-0.0007745708415116681,0.3623178896837094,71.44186215190929
EfficientNet-B0,efficientnet_b0,1280,Full CMGT,15,C0015,2025,195,12,565.8397282645966,455.0162134814839,-0.01996533041627102,0.3657752807212834,63.21400224616784
EfficientNet-B0,efficientnet_b0,1280,Static Image ExtraTrees,16,C0016,2025,195,12,422.4121573450509,364.3642048148147,-0.055116375652905836,0.31355752645940416,45.790931213223864
EfficientNet-B0,efficientnet_b0,1280,Image Trajectory ExtraTrees,16,C0016,2025,195,12,411.93012222188264,350.42416666666674,-0.003401271031717501,0.30577668741788844,43.7557221428446
